total_sqft,bath,balcony,site_location,bhk,age,parking,floor_level,furnishing,distance,property_type,security
1313,1,1,Ganesh Peth,1,25,No,Middle,Furnished,4.9,Independent House,No
528,1,2,Ghorpadi,1,8,Yes,Top,Furnished,7.5,Independent House,No
1457,2,2,Paud Road,4,6,Yes,Top,Furnished,8.4,Independent House,No
2532,1,2,Senapati Bapat Road,1,20,Yes,Top,Semi-Furnished,7.6,Apartment,No
976,1,1,Fergusson College Road,3,23,No,Middle,Furnished,1.9,Apartment,Yes
817,4,2,Kothrud,2,29,Yes,Middle,Unfurnished,6.4,Villa,No
744,3,2,Parvati Darshan,4,15,No,Ground,Unfurnished,1.3,Villa,No
1247,2,1,Mangalwar peth,3,27,Yes,Middle,Unfurnished,7.1,Independent House,Yes
1196,4,1,Paud Road,2,3,Yes,Ground,Semi-Furnished,4.1,Villa,Yes
771,1,2,Wadgaon Sheri,4,10,No,Ground,Furnished,1.8,Apartment,Yes
2271,1,1,Deccan Gymkhana,4,15,Yes,Middle,Unfurnished,8.7,Apartment,No
1762,2,1,Bhandarkar Road,2,24,Yes,Ground,Unfurnished,6.3,Villa,Yes
2924,3,1,Karve Nagar,2,16,Yes,Ground,Unfurnished,3.9,Villa,No
765,2,1,Vadgaon Budruk,3,17,Yes,Top,Furnished,0.8,Apartment,Yes
3473,4,2,Dhayari Phata,1,19,No,Ground,Unfurnished,5.6,Villa,No
1420,2,1,Parvati Darshan,1,11,No,Middle,Furnished,9.3,Apartment,No
3930,1,1,Dhayari Phata,1,16,No,Middle,Furnished,6.2,Apartment,Yes
839,4,1,Ganeshkhind,1,5,No,Ground,Furnished,9.7,Villa,No
888,1,2,Pune Railway Station,1,5,No,Top,Semi-Furnished,1.8,Villa,Yes
3124,3,2,Kharadi,3,26,No,Middle,Semi-Furnished,5.9,Independent House,No
2550,1,1,Ghorpade Peth,4,14,No,Middle,Furnished,8.1,Independent House,No
1665,1,1,Kondhwa,3,18,Yes,Top,Furnished,5.5,Independent House,No
875,2,2,Dapodi,3,26,No,Ground,Semi-Furnished,1.4,Independent House,Yes
2533,1,1,Kasba Peth,3,8,No,Middle,Semi-Furnished,6.0,Independent House,No
2871,4,1,Anandnagar,4,5,No,Ground,Furnished,6.3,Apartment,Yes
645,4,2,Sasson Road,3,7,Yes,Ground,Semi-Furnished,7.4,Villa,No
2481,3,1,Sasson Road,3,16,No,Ground,Unfurnished,7.7,Apartment,No
792,4,1,Pashan,4,23,No,Ground,Furnished,7.8,Independent House,Yes
931,2,2,Kondhwa Budruk,3,14,No,Middle,Furnished,6.8,Independent House,Yes
1204,3,2,Uruli Devachi,1,5,Yes,Top,Semi-Furnished,2.6,Villa,No
3496,4,1,Vadgaon Budruk,2,24,No,Middle,Unfurnished,4.3,Apartment,No
2498,2,2,Gokhale Nagar,3,9,Yes,Top,Semi-Furnished,7.9,Independent House,No
3132,4,1,Prabhat Road,2,4,Yes,Ground,Unfurnished,9.6,Independent House,No
898,4,1,Bhandarkar Road,3,4,Yes,Top,Unfurnished,1.2,Independent House,No
3364,1,1,Tilak Road,3,16,Yes,Ground,Furnished,5.6,Independent House,No
3915,4,2,Bibvewadi,1,24,No,Middle,Unfurnished,3.5,Apartment,Yes
1463,4,2,Prabhat Road,4,17,Yes,Middle,Furnished,2.6,Apartment,No
3711,2,1,Wagholi,2,15,Yes,Top,Unfurnished,5.3,Independent House,Yes
2734,2,1,Pashan,4,4,No,Ground,Furnished,6.3,Apartment,No
2541,1,2,Viman Nagar,1,6,Yes,Ground,Unfurnished,0.6,Independent House,No
2328,4,2,Gultekdi,1,16,Yes,Top,Semi-Furnished,7.9,Villa,Yes
2608,1,2,Hadapsar,2,29,Yes,Ground,Unfurnished,8.3,Villa,No
1438,4,1,Karve Road,4,4,Yes,Ground,Semi-Furnished,9.7,Villa,No
3951,3,2,Warje,1,6,Yes,Ground,Unfurnished,2.2,Apartment,Yes
1209,3,2,Kondhwa Budruk,3,5,Yes,Middle,Unfurnished,6.1,Independent House,No
1306,1,1,Kalyani Nagar,3,16,No,Middle,Furnished,4.6,Villa,Yes
1963,1,1,Wakadewadi,3,25,No,Middle,Unfurnished,3.7,Villa,No
3890,1,1,Nana Peth,4,16,No,Ground,Unfurnished,5.9,Apartment,No
1825,2,2,Gultekdi,3,10,No,Middle,Unfurnished,7.9,Apartment,Yes
3915,2,1,Bibvewadi,3,9,Yes,Ground,Semi-Furnished,0.7,Villa,Yes
510,2,1,Vadgaon Budruk,1,4,Yes,Ground,Furnished,9.7,Independent House,No
1585,1,1,Ambegaon Budruk,1,29,Yes,Top,Furnished,8.2,Independent House,Yes
2368,4,1,Ganeshkhind,3,14,No,Ground,Unfurnished,7.6,Independent House,Yes
2773,3,2,Ambegaon Budruk,3,4,No,Middle,Unfurnished,7.7,Villa,Yes
3724,1,1,Dhayari Phata,1,12,Yes,Middle,Semi-Furnished,4.2,Apartment,No
3111,2,2,Mundhawa,2,24,Yes,Ground,Unfurnished,7.6,Independent House,Yes
1271,2,2,Aundh Road,4,10,No,Middle,Furnished,4.2,Villa,Yes
2094,1,2,Mahatma Gandhi Road,4,4,No,Ground,Furnished,9.0,Villa,Yes
2107,1,1,Kondhwa,1,18,No,Top,Semi-Furnished,2.2,Apartment,Yes
1833,2,2,Tilak Road,4,13,No,Ground,Semi-Furnished,3.3,Independent House,Yes
1384,4,1,Wanowrie,1,13,Yes,Ground,Furnished,5.7,Villa,No
3814,2,1,Dhankawadi,1,14,No,Top,Semi-Furnished,3.5,Independent House,No
1889,2,1,Narayan Peth,1,18,No,Middle,Unfurnished,4.5,Independent House,No
3901,1,2,Karve Nagar,1,1,Yes,Top,Unfurnished,5.2,Independent House,No
3678,4,1,Dhankawadi,2,21,Yes,Top,Semi-Furnished,8.6,Villa,No
725,2,1,Fergusson College Road,3,16,Yes,Ground,Furnished,5.5,Independent House,Yes
1324,2,1,Ambegaon Budruk,3,15,No,Ground,Semi-Furnished,3.9,Apartment,Yes
2765,3,2,Guruwar peth,2,22,No,Top,Furnished,2.9,Villa,No
1436,1,2,Ganesh Peth,4,25,No,Middle,Semi-Furnished,4.4,Villa,Yes
3300,3,2,Pune Railway Station,4,5,No,Top,Semi-Furnished,5.4,Independent House,Yes
3053,3,1,Katraj,3,29,Yes,Middle,Semi-Furnished,7.6,Independent House,Yes
2806,2,2,Paud Road,4,6,Yes,Top,Unfurnished,1.6,Independent House,No
2411,1,1,Alandi Road,3,6,No,Top,Unfurnished,2.6,Villa,Yes
2296,4,1,Lulla Nagar,3,3,No,Middle,Furnished,4.1,Apartment,Yes
553,2,2,Aundh Road,2,16,No,Top,Semi-Furnished,3.9,Apartment,No
3618,4,1,Budhwar Peth,4,12,Yes,Ground,Unfurnished,4.2,Villa,No
1226,4,2,Dehu Road,2,4,No,Top,Semi-Furnished,8.0,Apartment,Yes
3236,1,1,Bopodi,3,1,Yes,Ground,Furnished,3.6,Independent House,Yes
2044,3,2,Kothrud,3,4,No,Middle,Unfurnished,5.3,Villa,No
3670,1,1,Fergusson College Road,3,1,Yes,Middle,Furnished,6.4,Apartment,No
1543,4,1,Mukund Nagar,1,21,Yes,Ground,Unfurnished,2.7,Villa,Yes
2413,2,1,Hingne Khurd,1,27,No,Top,Semi-Furnished,7.3,Apartment,Yes
2276,4,1,Sasson Road,1,27,Yes,Ground,Furnished,5.7,Villa,No
2096,2,1,Warje,2,8,Yes,Ground,Unfurnished,4.7,Apartment,Yes
2414,2,2,Aundh Road,3,24,No,Middle,Unfurnished,8.2,Villa,No
2966,1,1,Dhole Patil Road,4,5,Yes,Ground,Semi-Furnished,2.8,Villa,No
3237,4,2,Satara Road,2,26,No,Top,Furnished,8.9,Villa,No
1349,3,2,Mukund Nagar,2,2,Yes,Ground,Furnished,5.8,Villa,Yes
2609,4,2,Koregaon Park,2,12,Yes,Middle,Furnished,6.3,Villa,Yes
3716,4,1,Manik Bagh,4,22,Yes,Top,Semi-Furnished,8.8,Independent House,No
2763,3,1,Anandnagar,3,17,Yes,Middle,Unfurnished,8.3,Villa,No
502,1,1,Mangalwar peth,1,7,No,Ground,Unfurnished,6.2,Villa,No
659,4,2,Swargate,3,11,No,Ground,Furnished,7.7,Villa,No
1280,4,1,Gultekdi,3,4,No,Middle,Unfurnished,4.6,Apartment,Yes
3691,2,1,Prabhat Road,2,5,Yes,Middle,Furnished,5.7,Villa,No
1392,4,2,Viman Nagar,2,6,Yes,Top,Semi-Furnished,1.1,Independent House,No
2530,3,2,Hadapsar,2,11,No,Middle,Semi-Furnished,1.4,Villa,No
3660,2,2,Raviwar Peth,1,1,No,Middle,Semi-Furnished,8.4,Apartment,Yes
2876,1,2,Viman Nagar,1,25,No,Ground,Furnished,1.1,Apartment,No
1079,2,2,Laxmi Road,1,10,No,Ground,Unfurnished,2.1,Villa,No
2433,3,2,Swargate,3,20,Yes,Middle,Semi-Furnished,8.1,Villa,No
1880,3,1,Chandan Nagar,2,24,No,Middle,Furnished,0.5,Villa,No
1790,2,2,Sasson Road,4,21,Yes,Ground,Furnished,3.2,Villa,No
2140,1,1,Satara Road,3,11,No,Top,Semi-Furnished,6.0,Apartment,Yes
1451,2,1,Karve Road,1,24,Yes,Top,Semi-Furnished,6.2,Villa,Yes
3894,1,1,Vishrant Wadi,4,17,No,Top,Semi-Furnished,7.9,Apartment,Yes
3182,2,2,Kondhwa Budruk,4,8,No,Top,Unfurnished,5.3,Apartment,No
1487,3,1,Viman Nagar,2,27,Yes,Ground,Unfurnished,5.3,Independent House,No
1718,4,2,Koregaon Park,4,13,Yes,Middle,Furnished,7.4,Apartment,Yes
1420,4,2,Kharadi,1,27,No,Top,Semi-Furnished,5.2,Villa,No
3285,1,1,Bhandarkar Road,2,20,Yes,Ground,Semi-Furnished,6.3,Villa,Yes
1855,1,2,Vadgaon Budruk,4,18,No,Middle,Unfurnished,9.0,Villa,No
669,1,1,Laxmi Road,2,27,Yes,Top,Semi-Furnished,4.3,Villa,Yes
1020,3,1,Satara Road,4,22,No,Middle,Furnished,4.2,Independent House,Yes
1986,2,2,Nana Peth,3,16,No,Top,Semi-Furnished,0.5,Independent House,No
539,3,1,Camp,3,2,No,Middle,Unfurnished,6.3,Independent House,No
2060,4,1,Jangali Maharaj Road,1,5,No,Top,Furnished,0.8,Independent House,Yes
3832,1,1,Navi Peth,3,18,No,Top,Furnished,5.3,Apartment,Yes
1918,2,2,Prabhat Road,3,3,No,Middle,Semi-Furnished,8.1,Independent House,No
1454,4,1,Uruli Devachi,3,27,No,Middle,Furnished,5.7,Apartment,Yes
3797,4,2,Shivaji Nagar,4,22,No,Middle,Semi-Furnished,3.1,Villa,No
1483,4,2,Katraj,4,17,Yes,Ground,Semi-Furnished,8.0,Apartment,Yes
3695,3,1,Sahakar Nagar,2,16,Yes,Ground,Unfurnished,3.1,Apartment,No
1474,1,1,Fatima Nagar,4,6,Yes,Middle,Furnished,7.5,Independent House,No
537,4,2,Sinhagad Road,3,19,No,Ground,Semi-Furnished,6.3,Villa,No
2875,1,2,Law College Road,4,7,No,Top,Semi-Furnished,2.1,Villa,Yes
1774,3,1,Deccan Gymkhana,1,18,No,Middle,Semi-Furnished,9.1,Independent House,No
1699,4,1,Baner,2,14,Yes,Ground,Furnished,2.4,Apartment,No
2125,3,2,Aundh,2,6,Yes,Middle,Furnished,9.9,Independent House,No
1413,3,2,Wadgaon Sheri,4,8,Yes,Top,Furnished,0.6,Apartment,Yes
953,1,2,Prabhat Road,3,15,Yes,Top,Semi-Furnished,3.0,Independent House,No
536,4,2,Nana Peth,2,15,Yes,Ground,Furnished,2.4,Independent House,No
3887,3,2,Market yard,1,15,No,Top,Semi-Furnished,0.6,Villa,No
2211,4,1,Chandan Nagar,1,16,Yes,Middle,Furnished,7.5,Villa,No
3520,1,2,Wadgaon Sheri,2,1,No,Ground,Furnished,7.1,Villa,No
1295,3,2,Sinhagad Road,3,11,No,Middle,Semi-Furnished,8.0,Independent House,Yes
1472,1,1,Ghorpadi,3,27,No,Middle,Furnished,2.9,Villa,No
1092,4,1,Erandwane,4,29,Yes,Middle,Semi-Furnished,4.7,Villa,No
1637,4,2,Bund Garden Road,4,25,Yes,Top,Furnished,6.8,Independent House,Yes
3611,1,2,Shaniwar Peth,2,5,No,Middle,Furnished,4.7,Villa,Yes
1824,2,1,Law College Road,4,5,Yes,Top,Furnished,7.1,Apartment,Yes
2771,3,2,Hadapsar,4,29,Yes,Middle,Furnished,6.5,Villa,Yes
817,4,2,Fergusson College Road,4,28,No,Top,Unfurnished,1.6,Apartment,No
2896,4,1,Dhayari Phata,1,21,No,Top,Semi-Furnished,7.9,Villa,Yes
2662,3,2,Dapodi,4,6,No,Top,Unfurnished,7.3,Independent House,No
3245,1,1,Erandwane,2,2,No,Middle,Furnished,6.7,Independent House,Yes
1846,1,1,Mukund Nagar,3,6,No,Middle,Furnished,2.0,Villa,Yes
2091,1,1,Shukrawar Peth,4,14,Yes,Top,Semi-Furnished,3.0,Apartment,No
3611,2,1,Mundhawa,3,11,No,Middle,Semi-Furnished,4.2,Villa,Yes
2389,2,2,Bund Garden Road,4,4,Yes,Top,Semi-Furnished,3.2,Independent House,Yes
2587,4,1,Wanowrie,2,24,Yes,Middle,Semi-Furnished,2.7,Villa,No
2496,1,2,Dhankawadi,1,29,No,Top,Furnished,8.2,Independent House,Yes
2272,3,2,Gokhale Nagar,2,27,No,Top,Semi-Furnished,6.6,Apartment,Yes
1812,4,2,Dehu Road,1,25,Yes,Ground,Unfurnished,5.9,Apartment,Yes
1785,3,2,Mangalwar peth,4,9,No,Middle,Semi-Furnished,2.6,Independent House,No
715,4,2,Model colony,4,24,Yes,Middle,Semi-Furnished,9.2,Apartment,No
3718,2,1,Satara Road,1,3,No,Ground,Unfurnished,2.3,Independent House,No
2883,4,1,Sinhagad Road,2,26,No,Top,Unfurnished,8.1,Independent House,No
3739,2,1,Erandwane,2,16,Yes,Top,Unfurnished,9.7,Independent House,No
2639,4,1,Narayangaon,1,11,Yes,Ground,Unfurnished,7.4,Villa,Yes
2900,1,2,Hadapsar,4,27,No,Ground,Semi-Furnished,9.9,Apartment,No
3118,3,1,Deccan Gymkhana,1,4,No,Top,Unfurnished,6.7,Villa,Yes
3363,1,2,Sadashiv Peth,4,1,No,Middle,Furnished,2.6,Villa,No
2204,4,2,Hadapsar,1,25,Yes,Ground,Semi-Furnished,2.4,Apartment,Yes
3328,4,1,Guruwar peth,4,21,No,Ground,Furnished,3.6,Villa,No
862,4,1,Narayan Peth,1,22,No,Ground,Semi-Furnished,0.6,Independent House,No
3104,2,1,Manik Bagh,3,16,No,Ground,Semi-Furnished,7.0,Villa,Yes
3916,3,1,Dapodi,4,19,No,Ground,Furnished,3.1,Independent House,Yes
2216,3,2,Dehu Road,2,16,Yes,Ground,Unfurnished,8.2,Apartment,Yes
1693,4,2,Wagholi,1,11,Yes,Top,Unfurnished,3.9,Villa,Yes
855,4,1,Pune Railway Station,2,26,Yes,Top,Furnished,5.1,Apartment,No
690,2,2,Hadapsar Industrial Estate,1,8,No,Ground,Unfurnished,9.7,Independent House,Yes
2969,1,2,Swargate,2,23,No,Top,Semi-Furnished,2.8,Villa,Yes
1199,1,2,Fergusson College Road,2,1,No,Middle,Semi-Furnished,7.4,Independent House,No
2554,3,1,Pirangut,1,26,Yes,Middle,Semi-Furnished,7.7,Independent House,Yes
2680,2,2,Sahakar Nagar,1,28,Yes,Ground,Unfurnished,2.6,Independent House,Yes
1056,4,1,Sahakar Nagar,2,21,Yes,Middle,Unfurnished,5.3,Apartment,Yes
1325,3,1,Viman Nagar,2,26,Yes,Middle,Furnished,3.8,Apartment,No
3308,2,2,Tilak Road,2,9,No,Top,Semi-Furnished,7.8,Apartment,Yes
1554,1,2,Bibvewadi,4,28,Yes,Top,Furnished,6.4,Villa,No
3082,2,1,Wagholi,4,27,Yes,Top,Unfurnished,5.0,Independent House,Yes
925,1,2,Chandan Nagar,3,12,No,Top,Furnished,7.9,Apartment,No
3965,2,2,Wadgaon Sheri,4,22,Yes,Middle,Unfurnished,2.7,Independent House,No
3219,3,1,Narayan Peth,4,8,No,Ground,Semi-Furnished,7.7,Apartment,Yes
2910,1,1,Warje,1,26,No,Top,Semi-Furnished,8.7,Independent House,Yes
2074,3,1,Shivaji Nagar,3,17,No,Middle,Unfurnished,8.8,Apartment,Yes
2629,3,1,Baner,3,10,No,Top,Unfurnished,7.9,Apartment,Yes
2903,1,2,Chandan Nagar,4,27,No,Middle,Unfurnished,4.4,Apartment,Yes
3829,1,2,Chandan Nagar,1,7,Yes,Top,Semi-Furnished,9.8,Apartment,Yes
1088,4,1,Kasba Peth,1,19,Yes,Ground,Unfurnished,4.1,Independent House,No
2512,4,1,Bopodi,3,25,No,Top,Semi-Furnished,6.6,Apartment,No
2047,4,1,Hingne Khurd,1,6,Yes,Ground,Furnished,2.0,Apartment,Yes
794,3,2,Dhayari Phata,2,21,No,Top,Semi-Furnished,9.8,Apartment,No
2485,3,1,Laxmi Road,4,24,Yes,Top,Furnished,7.2,Independent House,Yes
1747,4,2,Khadki,2,24,Yes,Top,Semi-Furnished,7.7,Apartment,Yes
2048,3,1,Dapodi,3,28,Yes,Middle,Semi-Furnished,1.1,Independent House,No
3617,3,1,Guruwar peth,3,28,Yes,Middle,Unfurnished,7.8,Villa,Yes
2190,1,1,Katraj,1,19,Yes,Ground,Semi-Furnished,7.9,Independent House,No
1636,1,2,Balaji Nagar,1,18,Yes,Ground,Unfurnished,6.9,Villa,Yes
1756,3,2,Viman Nagar,3,15,Yes,Middle,Unfurnished,3.3,Apartment,No
2564,4,2,Ganeshkhind,3,2,No,Ground,Unfurnished,5.2,Apartment,Yes
859,2,1,Dhankawadi,2,14,No,Ground,Semi-Furnished,1.5,Independent House,No
3794,4,2,Fergusson College Road,2,21,No,Middle,Unfurnished,5.0,Apartment,No
3413,2,2,Pashan,1,10,Yes,Middle,Furnished,2.8,Apartment,Yes
1199,4,1,Bhandarkar Road,2,28,Yes,Middle,Furnished,3.8,Independent House,Yes
947,1,1,Wakadewadi,1,16,No,Middle,Semi-Furnished,2.0,Apartment,No
3403,3,2,Mangalwar peth,1,7,No,Top,Unfurnished,2.7,Villa,Yes
2912,3,2,Narayan Peth,4,8,Yes,Middle,Furnished,1.2,Villa,Yes
1174,1,2,Karve Nagar,1,10,No,Ground,Semi-Furnished,9.2,Apartment,Yes
1507,2,2,Anandnagar,2,15,No,Top,Semi-Furnished,5.5,Apartment,Yes
1849,2,1,Swargate,3,8,No,Top,Semi-Furnished,4.3,Villa,Yes
3014,2,1,Pune Railway Station,3,13,No,Ground,Semi-Furnished,5.6,Apartment,Yes
2961,1,1,Market yard,2,12,Yes,Top,Semi-Furnished,6.5,Villa,No
1085,2,2,Alandi Road,3,8,No,Ground,Unfurnished,9.3,Independent House,No
1756,1,2,Pune Railway Station,1,15,No,Top,Unfurnished,2.2,Villa,Yes
1747,4,1,Kondhwa,3,26,No,Top,Unfurnished,3.3,Apartment,No
1493,4,1,Koregaon Park,2,12,No,Ground,Unfurnished,9.8,Apartment,Yes
1935,1,2,Shaniwar Peth,3,11,Yes,Ground,Semi-Furnished,4.0,Villa,No
1071,3,2,Ganesh Peth,1,19,No,Ground,Semi-Furnished,0.7,Villa,Yes
2882,4,1,Bund Garden Road,1,14,No,Ground,Furnished,1.9,Apartment,Yes
1745,2,1,Manik Bagh,2,27,No,Middle,Furnished,0.8,Apartment,Yes
2584,1,1,Rasta Peth,2,18,No,Middle,Unfurnished,9.9,Apartment,No
1488,2,2,Kondhwa Budruk,2,13,No,Ground,Semi-Furnished,3.1,Independent House,Yes
777,2,2,Gultekdi,4,4,Yes,Middle,Furnished,9.3,Independent House,Yes
1719,3,2,Viman Nagar,4,17,No,Ground,Furnished,10.0,Villa,No
3463,2,2,Nagar Road,1,19,No,Ground,Furnished,6.2,Villa,No
2387,3,2,Yerawada,4,27,Yes,Top,Furnished,0.8,Independent House,Yes
983,4,2,Ghorpadi,4,9,No,Ground,Unfurnished,1.3,Independent House,No
1765,1,1,Dapodi,3,23,Yes,Ground,Semi-Furnished,5.1,Villa,No
3895,2,1,Bund Garden Road,4,7,No,Ground,Unfurnished,4.4,Independent House,Yes
1230,1,2,Jangali Maharaj Road,3,1,Yes,Ground,Furnished,6.3,Villa,Yes
2739,2,1,Mundhawa,2,7,Yes,Top,Furnished,4.7,Apartment,Yes
1540,1,2,Fatima Nagar,3,26,No,Ground,Semi-Furnished,9.4,Villa,Yes
3071,2,1,Navi Peth,3,7,Yes,Top,Semi-Furnished,5.6,Independent House,No
1417,2,2,Wagholi,2,20,No,Ground,Unfurnished,7.1,Independent House,Yes
2948,2,1,Fergusson College Road,2,7,Yes,Top,Semi-Furnished,9.0,Independent House,Yes
1385,2,1,Nagar Road,1,8,Yes,Middle,Unfurnished,1.9,Villa,Yes
3252,2,2,Guruwar peth,1,16,No,Top,Unfurnished,2.7,Independent House,No
521,2,2,Sinhagad Road,1,3,Yes,Top,Furnished,1.5,Villa,Yes
973,2,1,Deccan Gymkhana,1,13,No,Ground,Unfurnished,1.8,Apartment,Yes
3691,2,1,Kalyani Nagar,3,10,Yes,Top,Furnished,5.4,Apartment,Yes
2757,2,2,Ganesh Peth,3,18,Yes,Top,Unfurnished,3.6,Independent House,No
2853,1,1,Bhandarkar Road,1,7,No,Ground,Unfurnished,4.5,Villa,Yes
3841,3,2,Padmavati,4,21,No,Middle,Semi-Furnished,9.8,Villa,Yes
1203,2,2,Raviwar Peth,1,21,Yes,Middle,Semi-Furnished,2.0,Independent House,Yes
1186,3,1,Dhankawadi,4,5,No,Middle,Furnished,5.6,Villa,Yes
784,2,2,Manik Bagh,2,23,No,Top,Semi-Furnished,1.4,Independent House,No
1215,2,1,Uruli Devachi,3,25,Yes,Ground,Unfurnished,3.5,Independent House,No
1262,1,1,Somwar Peth,3,27,Yes,Middle,Furnished,5.5,Apartment,Yes
1750,4,2,Gokhale Nagar,4,24,No,Middle,Furnished,9.5,Independent House,No
1447,4,1,Mangalwar peth,1,22,Yes,Middle,Furnished,4.2,Villa,No
2928,1,2,Wakadewadi,3,7,No,Middle,Unfurnished,1.1,Independent House,Yes
3007,3,2,Navi Peth,4,25,No,Ground,Semi-Furnished,4.2,Apartment,Yes
1530,4,2,Bibvewadi,2,27,No,Middle,Furnished,1.9,Apartment,No
528,1,1,Gultekdi,2,22,No,Top,Unfurnished,2.7,Villa,Yes
1406,1,2,Law College Road,3,17,No,Top,Semi-Furnished,6.4,Independent House,Yes
3604,4,1,Warje,1,4,No,Ground,Semi-Furnished,1.1,Villa,Yes
3426,3,2,Vadgaon Budruk,4,24,Yes,Middle,Furnished,4.9,Villa,Yes
2626,1,2,Dehu Road,3,23,No,Middle,Unfurnished,6.3,Independent House,No
3494,2,2,Bopodi,2,16,Yes,Top,Semi-Furnished,4.5,Apartment,Yes
3006,3,1,Camp,1,19,No,Ground,Unfurnished,0.7,Villa,No
1069,3,1,Gultekdi,4,10,Yes,Top,Semi-Furnished,9.9,Villa,Yes
2506,4,2,Khadki,3,3,Yes,Ground,Furnished,4.0,Apartment,Yes
1953,4,2,Kalyani Nagar,4,27,Yes,Ground,Furnished,7.9,Independent House,No
1237,2,1,Shaniwar Peth,1,3,No,Ground,Semi-Furnished,3.6,Independent House,No
3856,1,1,Ghorpadi,1,28,Yes,Top,Unfurnished,5.0,Independent House,No
1015,4,1,Ganesh Peth,2,17,Yes,Ground,Semi-Furnished,4.2,Apartment,No
2500,4,2,Ambegaon Budruk,1,10,No,Top,Unfurnished,3.8,Villa,Yes
3670,3,1,Swargate,3,17,Yes,Top,Semi-Furnished,0.7,Apartment,Yes
2944,4,2,Camp,4,22,Yes,Middle,Furnished,3.9,Villa,No
538,4,1,Aundh,1,17,No,Top,Unfurnished,9.0,Villa,Yes
3842,4,2,Uruli Devachi,1,21,Yes,Top,Furnished,7.1,Independent House,Yes
1386,4,2,Laxmi Road,3,4,Yes,Middle,Unfurnished,1.9,Independent House,Yes
3344,3,2,Karve Nagar,4,21,No,Middle,Semi-Furnished,6.1,Independent House,No
2704,2,1,Erandwane,4,23,Yes,Middle,Furnished,9.0,Apartment,No
1598,2,1,Nagar Road,2,6,Yes,Ground,Furnished,7.2,Independent House,No
3431,1,1,Wadgaon Sheri,2,12,Yes,Ground,Unfurnished,1.9,Apartment,No
2323,4,2,Salunke Vihar,4,25,Yes,Middle,Unfurnished,8.7,Independent House,No
3701,3,2,Ghorpade Peth,3,22,No,Ground,Unfurnished,3.4,Independent House,No
2210,1,1,Pashan,3,25,No,Middle,Furnished,4.8,Independent House,No
1473,1,2,Baner road,2,20,No,Ground,Semi-Furnished,5.5,Apartment,Yes
3655,2,2,Ghorpadi,1,17,No,Top,Unfurnished,8.6,Villa,Yes
3593,3,2,Bibvewadi,3,17,Yes,Ground,Semi-Furnished,9.4,Apartment,No
2062,3,1,Deccan Gymkhana,1,10,No,Ground,Unfurnished,9.3,Apartment,Yes
3396,3,2,Market yard,3,7,No,Top,Semi-Furnished,0.6,Apartment,Yes
3953,2,1,Laxmi Road,4,29,Yes,Middle,Unfurnished,9.3,Villa,No
3295,2,1,Bund Garden Road,2,16,Yes,Ground,Semi-Furnished,1.0,Apartment,Yes
1488,2,1,Sahakar Nagar,1,29,Yes,Ground,Furnished,3.0,Independent House,Yes
520,2,1,Bhandarkar Road,1,13,No,Top,Unfurnished,5.4,Villa,No
2850,2,1,Bibvewadi,4,3,Yes,Top,Unfurnished,5.1,Apartment,No
1368,4,2,Navi Peth,3,2,Yes,Top,Furnished,6.2,Apartment,Yes
583,4,1,Sasson Road,1,16,Yes,Top,Unfurnished,5.1,Villa,No
2182,3,1,Paud Road,3,6,No,Middle,Unfurnished,9.4,Apartment,No
2476,1,1,Mangalwar peth,4,6,No,Ground,Furnished,2.8,Villa,Yes
1910,3,2,Karve Road,2,13,No,Ground,Furnished,3.1,Independent House,No
2030,1,2,Senapati Bapat Road,1,7,No,Ground,Semi-Furnished,9.2,Apartment,Yes
3828,2,2,Model colony,3,5,No,Ground,Furnished,1.2,Apartment,No
1069,1,2,Ghorpade Peth,1,24,No,Middle,Furnished,6.3,Independent House,Yes
1433,3,1,Salunke Vihar,3,7,No,Ground,Unfurnished,7.0,Apartment,No
3733,3,1,Karve Road,3,2,Yes,Middle,Furnished,5.3,Apartment,Yes
2480,1,2,Fergusson College Road,3,17,Yes,Middle,Unfurnished,7.1,Villa,No
3734,4,2,Dhayari Phata,4,13,Yes,Top,Furnished,2.1,Apartment,Yes
2355,2,2,Bhavani Peth,2,25,No,Top,Furnished,8.6,Independent House,No
3556,2,2,Khadki,1,21,No,Ground,Semi-Furnished,1.8,Apartment,Yes
1292,3,1,Camp,2,28,Yes,Middle,Furnished,4.3,Villa,No
1291,4,2,Somwar Peth,3,27,Yes,Top,Furnished,1.2,Independent House,Yes
2309,1,2,Kothrud,3,21,No,Middle,Unfurnished,5.7,Independent House,Yes
1794,2,2,Uruli Devachi,2,28,No,Top,Unfurnished,6.9,Independent House,No
3039,4,2,Dhayari Phata,2,16,No,Middle,Semi-Furnished,9.4,Independent House,No
2755,2,2,Nana Peth,1,26,No,Ground,Furnished,7.5,Villa,Yes
2107,4,2,Laxmi Road,3,20,No,Ground,Unfurnished,5.6,Villa,No
1583,4,2,Erandwane,2,2,No,Middle,Furnished,9.4,Villa,Yes
2977,3,1,Budhwar Peth,4,5,No,Top,Semi-Furnished,5.0,Villa,Yes
1484,2,1,Prabhat Road,3,18,No,Top,Unfurnished,5.8,Apartment,Yes
2180,1,1,Aundh,3,28,Yes,Ground,Unfurnished,6.2,Villa,Yes
3880,3,1,Wakadewadi,1,7,No,Ground,Semi-Furnished,4.4,Apartment,Yes
